isic_code,isic_description,section_code,section_description,division_code,division_description,group_code,group_description,class_code,class_description,primary_method_1,primary_method_2,supporting_method_1,supporting_method_2,sensitivity_method,valuation_rationale,us_stocks,br_stocks
1420,Manufacture of articles of fur,,,14,Manufacture of wearing apparel,142,Manufacture of articles of fur,1420,Manufacture of articles of fur,DCF / rDCF,CCA,PTA,DDM,Graham Number,"Stable consumer businesses benefit from DCF for cash flow projection and CCA for market comparison. PTA and DDM offer additional perspectives, with Graham Number as a safety margin check.","VFC,PVH,RL","LREN3,CEAB3,ALPA4"
1430,Manufacture of knitted and crocheted apparel,,,14,Manufacture of wearing apparel,143,Manufacture of knitted and crocheted apparel,1430,Manufacture of knitted and crocheted apparel,DCF / rDCF,CCA,PTA,DDM,Graham Number,"Stable consumer businesses benefit from DCF for cash flow projection and CCA for market comparison. PTA and DDM offer additional perspectives, with Graham Number as a safety margin check.","VFC,PVH,RL","LREN3,CEAB3,ALPA4"
1511,Tanning and dressing of leather; dressing and dyeing of fur,,,15,Manufacture of leather and related products,151,"Tanning, dyeing, dressing of leather and fur; manufacture of luggage, handbags, saddlery and harness",1511,Tanning and dressing of leather; dressing and dyeing of fur,DCF / rDCF,CCA,PTA,DDM,Graham Number,"Stable consumer businesses benefit from DCF for cash flow projection and CCA for market comparison. PTA and DDM offer additional perspectives, with Graham Number as a safety margin check.","GIII,PVH,RL","ALPA4,VULC3,GRND3"
1512,"Manufacture of luggage, handbags and the like, saddlery and harness of any material",,,15,Manufacture of leather and related products,151,"Tanning, dyeing, dressing of leather and fur; manufacture of luggage, handbags, saddlery and harness",1512,"Manufacture of luggage, handbags and the like, saddlery and harness of any material",DCF / rDCF,CCA,PTA,DDM,Graham Number,"Stable consumer businesses benefit from DCF for cash flow projection and CCA for market comparison. PTA and DDM offer additional perspectives, with Graham Number as a safety margin check.","TPR,VFC,SKX","GRND3,VULC3,ALPA4"
1520,Manufacture of footwear,,,15,Manufacture of leather and related products,152,Manufacture of footwear,1520,Manufacture of footwear,DCF / rDCF,CCA,PTA,DDM,Graham Number,"Stable consumer businesses benefit from DCF for cash flow projection and CCA for market comparison. PTA and DDM offer additional perspectives, with Graham Number as a safety margin check.","NKE,SKX,CROX","VULC3,GRND3,ALPA4"
1610,Sawmilling and planing of wood,,,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",161,Sawmilling and planing of wood,1610,Sawmilling and planing of wood,DCF / rDCF,CCA,PTA,DDM,Graham Number,"Stable consumer businesses benefit from DCF for cash flow projection and CCA for market comparison. PTA and DDM offer additional perspectives, with Graham Number as a safety margin check.","RYN,WY,WFG","DEXO3,EUCA3,RANI3"
1621,Manufacture of veneer sheets and wood-based panels,,,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",162,"Manufacture of products of wood, cork, straw and plaiting materials",1621,Manufacture of veneer sheets and wood-based panels,DCF / rDCF,CCA,PTA,DDM,Graham Number,"Stable consumer businesses benefit from DCF for cash flow projection and CCA for market comparison. PTA and DDM offer additional perspectives, with Graham Number as a safety margin check.","WY,LPX,PCH","EUCA3,DXCO3,KLBN11"
1622,Manufacture of builders' carpentry and joinery,,,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",162,"Manufacture of products of wood, cork, straw and plaiting materials",1622,Manufacture of builders' carpentry and joinery,DCF / rDCF,CCA,PTA,DDM,Graham Number,"Stable consumer businesses benefit from DCF for cash flow projection and CCA for market comparison. PTA and DDM offer additional perspectives, with Graham Number as a safety margin check.","BLDR,LPX,BCC","DXCO3,LEVE3,TASA4"
1623,Manufacture of wooden containers,,,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",162,"Manufacture of products of wood, cork, straw and plaiting materials",1623,Manufacture of wooden containers,DCF / rDCF,CCA,PTA,DDM,Graham Number,"Stable consumer businesses benefit from DCF for cash flow projection and CCA for market comparison. PTA and DDM offer additional perspectives, with Graham Number as a safety margin check.","IPG,GPK,SEE","RANI3,DXCO3,KLBN11"
1629,"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials",,,16,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",162,"Manufacture of products of wood, cork, straw and plaiting materials",1629,"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials",DCF / rDCF,CCA,PTA,DDM,Graham Number,"Stable consumer businesses benefit from DCF for cash flow projection and CCA for market comparison. PTA and DDM offer additional perspectives, with Graham Number as a safety margin check.","LL,TREX,UFPI","DEXP3,DXCO3,EUCA3"
1701,"Manufacture of pulp, paper and paperboard",,,17,Manufacture of paper and paper products,170,Manufacture of paper and paper products,1701,"Manufacture of pulp, paper and paperboard",DCF / rDCF,CCA,PTA,DDM,Graham Number,"Stable consumer businesses benefit from DCF for cash flow projection and CCA for market comparison. PTA and DDM offer additional perspectives, with Graham Number as a safety margin check.","IP,WRK,SEE","SUZB3,KLBN11,RANI3"
1702,Manufacture of corrugated paper and paperboard and of containers of paper and paperboard,,,17,Manufacture of paper and paper products,170,Manufacture of paper and paper products,1702,Manufacture of corrugated paper and paperboard and of containers of paper and paperboard,DCF / rDCF,CCA,PTA,DDM,Graham Number,"Stable consumer businesses benefit from DCF for cash flow projection and CCA for market comparison. PTA and DDM offer additional perspectives, with Graham Number as a safety margin check.","IP,WRK,SLG","KLBN11,SUZB3,RANI3"
1709,Manufacture of other articles of paper and paperboard,,,17,Manufacture of paper and paper products,170,Manufacture of paper and paper products,1709,Manufacture of other articles of paper and paperboard,DCF / rDCF,CCA,PTA,DDM,Graham Number,"Stable consumer businesses benefit from DCF for cash flow projection and CCA for market comparison. PTA and DDM offer additional perspectives, with Graham Number as a safety margin check.","IP,PKG,WRK","SUZB3,KLBN11,RANI3"
1811,Printing,,,18,Printing and reproduction of recorded media,181,Printing and service activities related to printing,1811,Printing,DCF / rDCF,CCA,PTA,DDM,Graham Number,"Stable consumer businesses benefit from DCF for cash flow projection and CCA for market comparison. PTA and DDM offer additional perspectives, with Graham Number as a safety margin check.","VGR,QUAD,CMPR","TOTS3,LWSA3,TIMS3"
1812,Service activities related to printing,,,18,Printing and reproduction of recorded media,181,Printing and service activities related to printing,1812,Service activities related to printing,DCF / rDCF,CCA,PTA,DDM,Graham Number,"Stable consumer businesses benefit from DCF for cash flow projection and CCA for market comparison. PTA and DDM offer additional perspectives, with Graham Number as a safety margin check.","CMPR,QUAD,DLX","CTKA4,FRAS3,RNDL3"
1820,Reproduction of recorded media,,,18,Printing and reproduction of recorded media,182,Reproduction of recorded media,1820,Reproduction of recorded media,DCF / rDCF,CCA,PTA,DDM,Graham Number,"Stable consumer businesses benefit from DCF for cash flow projection and CCA for market comparison. PTA and DDM offer additional perspectives, with Graham Number as a safety margin check.","SONY,WMG,LYV","TOTS3,LWSA3,CIEL3"
1910,Manufacture of coke oven products,,,19,Manufacture of coke and refined petroleum products,191,Manufacture of coke oven products,1910,Manufacture of coke oven products,DCF / rDCF,CCA,PTA,DDM,Graham Number,"Stable consumer businesses benefit from DCF for cash flow projection and CCA for market comparison. PTA and DDM offer additional perspectives, with Graham Number as a safety margin check.","HCC,AMR,SXC","GGBR4,CSNA3,USIM5"
1920,Manufacture of refined petroleum products; manufacture of fossil fuel products,,,19,Manufacture of coke and refined petroleum products,192,Manufacture of refined petroleum products; manufacture of fossil fuel products,1920,Manufacture of refined petroleum products; manufacture of fossil fuel products,DCF / rDCF,CCA,PTA,DDM,Graham Number,"Stable consumer businesses benefit from DCF for cash flow projection and CCA for market comparison. PTA and DDM offer additional perspectives, with Graham Number as a safety margin check.","MPC,VLO,PSX","PETR4,UGPA3,BRAV3"
2011,Manufacture of basic chemicals,,,20,Manufacture of chemicals and chemical products,201,"Manufacture of basic chemicals, fertilizers and nitrogen compounds, plastics and synthetic rubber in primary forms",2011,Manufacture of basic chemicals,DCF / rDCF,CCA,PTA,DDM,Graham Number,"Stable consumer businesses benefit from DCF for cash flow projection and CCA for market comparison. PTA and DDM offer additional perspectives, with Graham Number as a safety margin check.","DOW,LYB,EMN","BRKM5,UNIP6,GMAT3"
2012,Manufacture of fertilizers and nitrogen compounds,,,20,Manufacture of chemicals and chemical products,201,"Manufacture of basic chemicals, fertilizers and nitrogen compounds, plastics and synthetic rubber in primary forms",2012,Manufacture of fertilizers and nitrogen compounds,DCF / rDCF,CCA,PTA,DDM,Graham Number,"Stable consumer businesses benefit from DCF for cash flow projection and CCA for market comparison. PTA and DDM offer additional perspectives, with Graham Number as a safety margin check.","CF,MOS,NTR","FHER3,SLCE3,AGRO3"
2013,Manufacture of plastics and synthetic rubber in primary forms,,,20,Manufacture of chemicals and chemical products,201,"Manufacture of basic chemicals, fertilizers and nitrogen compounds, plastics and synthetic rubber in primary forms",2013,Manufacture of plastics and synthetic rubber in primary forms,DCF / rDCF,CCA,PTA,DDM,Graham Number,"Stable consumer businesses benefit from DCF for cash flow projection and CCA for market comparison. PTA and DDM offer additional perspectives, with Graham Number as a safety margin check.","DOW,LYB,EMN","BRKM5,UNIP6,FESA4"
2021,Manufacture of pesticides and other agrochemical products,,,20,Manufacture of chemicals and chemical products,202,Manufacture of other chemical products,2021,Manufacture of pesticides and other agrochemical products,DCF / rDCF,CCA,PTA,DDM,Graham Number,"Stable consumer businesses benefit from DCF for cash flow projection and CCA for market comparison. PTA and DDM offer additional perspectives, with Graham Number as a safety margin check.","FMC,MOS,CTVA","VITT3,SLCE3,AGRO3"
2022,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics",,,20,Manufacture of chemicals and chemical products,202,Manufacture of other chemical products,2022,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics",DCF / rDCF,CCA,PTA,DDM,Graham Number,"Stable consumer businesses benefit from DCF for cash flow projection and CCA for market comparison. PTA and DDM offer additional perspectives, with Graham Number as a safety margin check.","SHW,PPG,AXTA","EUCA3,RANI3,KLBN11"
2023,"Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",,,20,Manufacture of chemicals and chemical products,202,Manufacture of other chemical products,2023,"Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",DCF / rDCF,CCA,PTA,DDM,Graham Number,"Stable consumer businesses benefit from DCF for cash flow projection and CCA for market comparison. PTA and DDM offer additional perspectives, with Graham Number as a safety margin check.","PG,EL,CL","NTCO3,HYPE3,PGMN3"
2029,Manufacture of other chemical products n.e.c.,,,20,Manufacture of chemicals and chemical products,202,Manufacture of other chemical products,2029,Manufacture of other chemical products n.e.c.,DCF / rDCF,CCA,PTA,DDM,Graham Number,"Stable consumer businesses benefit from DCF for cash flow projection and CCA for market comparison. PTA and DDM offer additional perspectives, with Graham Number as a safety margin check.","SHW,PPG,APD","BRKM5,UNIP6,FESA4"
2030,Manufacture of man-made fibres,,,20,Manufacture of chemicals and chemical products,203,Manufacture of man-made fibres,2030,Manufacture of man-made fibres,DCF / rDCF,CCA,PTA,DDM,Graham Number,"Stable consumer businesses benefit from DCF for cash flow projection and CCA for market comparison. PTA and DDM offer additional perspectives, with Graham Number as a safety margin check.","UFI,DD,MHK","BRKM5,UNIP6,PETR4"
2100,"Manufacture of pharmaceuticals, medicinal chemical and botanical products",,,21,Manufacture of basic pharmaceutical products and pharmaceutical preparations,210,"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2100,"Manufacture of pharmaceuticals, medicinal chemical and botanical products",DCF / rDCF,CCA,PTA,DDM,Graham Number,"Stable consumer businesses benefit from DCF for cash flow projection and CCA for market comparison. PTA and DDM offer additional perspectives, with Graham Number as a safety margin check.","PFE,LLY,MRK","BLAU3,PFRM3,DMVF3"
2211,Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres,,,22,Manufacture of rubber and plastic products,221,Manufacture of rubber products,2211,Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres,DCF / rDCF,CCA,PTA,DDM,Graham Number,"Stable consumer businesses benefit from DCF for cash flow projection and CCA for market comparison. PTA and DDM offer additional perspectives, with Graham Number as a safety margin check.","GT,CTY,TITN","MYPK3,LEVE3,TUPY3"
